CountryCode,Year,Value,Unit
ARE,2000,43.553768158,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2004,23.2582130432,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2005,22.7105312347,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2006,23.4045219421,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2007,23.464509964,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2008,21.7703552246,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2009,18.5773124695,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2010,19.7340812683,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2011,20.5919380188,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2012,18.5923690796,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2013,18.2715015411,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2014,17.7458763123,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2015,17.5349960327,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2016,16.8871116638,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2017,16.9489898682,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2018,17.3615455627,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BEL,2019,17.1896018982,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2000,0.5649251342,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2001,0.6239430904,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2002,0.600731194,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2003,0.6638714671,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2004,0.6676815152,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2005,0.676497519,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2006,0.6916091442,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2007,0.7133022547,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2008,0.728761673,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2009,0.7674226165,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2010,0.8166207075,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2011,0.8470073938,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2012,0.8626874685,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2013,0.9130700231,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2014,0.9351938367,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2015,0.9618034363,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2016,0.9735821486,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2017,1.0158736706,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2018,1.0717149973,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BGD,2019,1.2641761303,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2000,4.1518974304,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2001,4.0857396126,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2002,4.0095734596,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2003,3.9599022865,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2004,4.0361084938,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2005,4.1685237885,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2006,4.2124090195,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2007,4.2864203453,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2008,4.5450081825,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2009,4.4015455246,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2010,4.8529276848,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2011,5.0008945465,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2012,5.0643076897,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2013,5.1984553337,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2014,5.3389310837,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2015,5.0639691353,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2016,4.8522248268,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2017,4.8908390999,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2018,4.6423811913,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
BRA,2019,4.5984725952,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2000,22.8027248383,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2001,21.7567214966,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2002,22.2451725006,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2003,21.5281848907,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2004,21.942445755,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2005,22.0689678192,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2006,21.5388450623,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2007,22.3579082489,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2008,21.5490322113,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2009,20.5655441284,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2010,21.4091396332,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2011,20.3050632477,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2012,21.3152999878,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2013,21.2721939087,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2014,20.8934841156,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2015,20.2566986084,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2016,19.4801197052,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2017,19.6676063538,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2018,19.9267520905,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CAN,2019,19.4157485962,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2000,19.0557060242,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2001,17.4910049438,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2002,16.3281440735,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2003,18.0933837891,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2004,18.2232780457,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2005,18.3020591736,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2006,17.7971420288,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2007,18.5637359619,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2008,18.7879104614,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2009,17.3326797485,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2010,17.0539836884,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2011,18.4154262543,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2012,17.3343753815,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2013,18.8311023712,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2014,18.0586738586,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2015,17.3446044922,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2016,16.7995300293,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2017,16.9769363403,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2018,16.9049396515,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHE,2019,17.1330089569,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2000,5.2966556549,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2001,4.8753166199,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2002,5.1893687248,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2003,4.8872241974,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2004,5.0478730202,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2005,5.2996768951,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2006,5.4423332214,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2007,5.6428637505,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2008,6.1398744583,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2009,5.2469797134,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2010,5.7144670486,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2011,6.2731809616,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2012,6.7091169357,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2013,6.7273125648,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2014,6.425327301,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2015,6.5006561279,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2016,6.4734568596,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2017,6.397359848,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2018,6.4738264084,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHL,2019,6.2812204361,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2000,3.089127779,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2001,3.2165341377,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2002,3.412576437,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2003,3.7319848537,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2004,4.1205606461,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2005,4.4620637894,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2006,4.6950073242,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2007,5.0270552635,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2008,5.4417300224,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2009,6.0914077759,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2010,6.5474205017,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2011,7.1521859169,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2012,7.4223899841,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2013,7.5666837692,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2014,7.5690717697,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2015,7.5985331535,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2016,7.6027779579,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2017,7.7149105072,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2018,7.886282444,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CHN,2019,8.0245609283,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2000,2.8307750225,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2001,2.8059198856,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2002,2.8816370964,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2003,2.7648487091,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2004,2.7683930397,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2005,2.9260921478,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2006,3.0425827503,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2007,3.0924253464,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2008,3.2175645828,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2009,3.237402916,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2010,3.4203166962,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2011,3.4182267189,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2012,3.5743978024,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2013,3.745395422,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2014,3.7810111046,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2015,3.6383852959,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2016,4.0160384178,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2017,3.6801304817,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2018,3.6420857906,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
COL,2019,3.9815654755,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2000,11.1909818649,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2001,11.2615814209,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2002,11.6840839386,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2003,11.9120941162,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2004,11.8401889801,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2005,11.7078733444,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2006,11.623503685,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2007,11.6905384064,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2008,11.8074731827,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2009,11.3016252518,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2010,11.2176275253,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2011,10.9233589172,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2012,10.7547130585,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2013,10.1814079285,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2014,10.1207618713,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2015,10.1899757385,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2016,10.3309822083,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2017,10.1520805359,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2018,10.0500659943,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
CZE,2019,9.9972925186,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2000,15.712802887,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2001,15.5747299194,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2002,15.0523052216,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2003,15.1913108826,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2004,15.2924642563,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2005,14.9445476532,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2006,15.2486362457,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2007,14.5411224365,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2008,14.4337024689,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2009,13.4182462692,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2010,13.8703222275,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2011,13.8516921997,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2012,13.1665887833,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2013,13.1809835434,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2014,12.7742424011,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2015,12.5694189072,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2016,12.4634170532,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2017,12.367313385,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2018,12.166015625,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DEU,2019,11.2527961731,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2000,15.6039619446,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2001,15.4855480194,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2002,15.7297430038,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2003,16.1438560486,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2004,16.2886772156,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2005,15.8157262802,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2006,16.8048305511,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2007,16.1570091248,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2008,15.5676622391,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2009,14.3902950287,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2010,14.2951393127,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2011,13.9171180725,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2012,12.8066062927,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2013,12.7558860779,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2014,12.2304992676,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2015,11.7664718628,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2016,11.8098421097,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2017,11.646033287,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2018,11.830988884,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DNK,2019,10.9139413834,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2000,2.5750992298,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2001,2.4916501045,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2002,2.5522682667,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2003,2.5766615868,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2004,2.4350469112,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2005,2.4758517742,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2006,2.225584507,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2007,2.3045942783,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2008,2.4130971432,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2009,2.9689531326,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2010,2.8296642303,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2011,2.7506463528,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2012,2.857408762,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2013,2.9688606262,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2014,3.0381278992,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2015,3.2414803505,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2016,3.1357913017,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2017,3.1113564968,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2018,3.1771421432,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
DZA,2019,3.1959557533,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
ECU,2000,2.8747193813,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
ECU,2001,3.4594600201,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
ECU,2002,3.7165074348,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
ECU,2003,3.7067289352,tCO2 equivalent/cap; percentile p0p100; lpfghgi999
