CountryCode,Year,Value,Unit
NZL,2015,38.9517631531,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
NZL,2016,37.2707366943,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
NZL,2017,39.5565757751,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
NZL,2018,38.4148483276,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
NZL,2019,39.6168365479,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2000,4.9287099838,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2001,4.7768678665,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2002,4.9049062729,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2003,4.9368767738,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2004,5.1885390282,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2005,5.5388379097,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2006,5.6429605484,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2007,5.5663361549,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2008,5.3510046005,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2009,5.2574105263,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2010,5.1006193161,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2011,5.1071705818,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2012,4.973048687,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2013,4.8738021851,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2014,4.9560799599,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2015,5.2300071716,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2016,5.9656367302,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2017,6.6061754227,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2018,6.8055300713,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PAK,2019,6.7776384354,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2000,8.2028579712,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2001,8.4497785568,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2002,8.8517017365,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2003,8.4170255661,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2004,8.3690853119,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2005,8.9949579239,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2006,8.1901454926,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2007,9.6185598373,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2008,11.1176357269,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2009,11.1491308212,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2010,12.2014636993,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2011,11.9245872498,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2012,12.7283859253,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2013,11.7709789276,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2014,11.9764604568,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2015,12.1807985306,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2016,12.0630531311,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2017,12.3953046799,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2018,12.5922966003,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PER,2019,11.6198997498,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2000,7.1437602043,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2001,6.8334207535,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2002,6.5891079903,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2003,6.5870094299,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2004,6.4626283646,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2005,6.4584879875,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2006,6.055680275,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2007,6.1992630959,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2008,6.4750189781,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2009,6.2159662247,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2010,6.5488390923,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2011,6.5878624916,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2012,6.769343853,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2013,7.0084295273,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2014,6.9975423813,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2015,7.1144628525,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2016,7.2525305748,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2017,7.6006994247,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2018,7.6154551506,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PHL,2019,7.8008122444,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2000,23.4559402466,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2001,22.8191757202,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2002,22.5770225525,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2003,22.8071403503,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2004,23.9140949249,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2005,23.8499717712,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2006,25.6808586121,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2007,26.6083164215,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2008,26.9805011749,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2009,24.285572052,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2010,25.4146156311,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2011,25.9917697906,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2012,25.8582324982,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2013,25.3076915741,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2014,25.0070114136,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2015,25.2004413605,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2016,25.628452301,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2017,25.8789081573,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2018,25.9976634979,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
POL,2019,25.1765365601,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2000,26.8372364044,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2001,26.9983215332,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2002,27.0715484619,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2003,25.4426822662,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2004,27.5349617004,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2005,27.2791309357,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2006,26.9020462036,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2007,25.4598770142,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2008,24.2865505219,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2009,21.8583869934,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2010,21.6126155853,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2011,20.9892559052,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2012,19.0821781158,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2013,18.9647388458,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2014,19.063791275,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2015,19.4869098663,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2016,18.8962745667,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2017,20.3437576294,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2018,19.7948856354,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
PRT,2019,18.5438785553,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2000,14.6168956757,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2001,14.9777202606,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2002,15.99995327,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2003,17.7808151245,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2004,18.4940547943,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2005,20.4527454376,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2006,22.1891422272,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2007,23.5636844635,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2008,24.0694122314,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2009,19.1899681091,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2010,17.7782688141,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2011,18.7351379395,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2012,18.579624176,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2013,16.9731693268,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2014,17.6306533813,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2015,17.3328819275,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2016,16.391834259,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2017,17.7497959137,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2018,18.5460128784,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
ROU,2019,18.276134491,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2000,31.2657718658,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2001,34.5009651184,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2002,33.501083374,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2003,34.9230079651,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2004,35.5526237488,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2005,34.0945777893,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2006,35.8709030151,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2007,37.3704185486,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2008,43.0455245972,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2009,40.0128440857,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2010,38.6692199707,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2011,43.4294128418,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2012,43.512752533,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2013,43.6509742737,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2014,41.8936042786,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2015,40.564365387,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2016,41.7305526733,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2017,42.2194786072,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2018,41.4741744995,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
RUS,2019,41.1316642761,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2000,43.3309860229,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2001,44.0917205811,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2002,45.3159370422,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2003,56.9052276611,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2004,62.2471694946,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2005,61.6710586548,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2006,67.6972732544,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2007,61.9986000061,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2008,67.4546966553,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2009,70.132484436,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2010,74.6291732788,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2011,71.4565658569,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2012,77.3438949585,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2013,77.2718276978,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2014,82.6354293823,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2015,88.5961456299,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2016,77.1841430664,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2017,76.6005172729,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2018,74.2459564209,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SAU,2019,73.7027740479,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2000,124.0220336914,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2001,106.388458252,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2002,103.1826477051,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2003,107.8714904785,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2004,112.5443267822,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2005,128.6236114502,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2006,157.2382965088,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2007,108.7945785522,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2008,122.0330734253,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2009,102.1257629395,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2010,102.9720001221,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2011,100.7838287354,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2012,107.9625930786,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2013,105.9128265381,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2014,105.1274795532,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2015,99.2269439697,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2016,90.0960845947,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2017,92.2089004517,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2018,93.4206466675,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SGP,2019,94.1989364624,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2000,20.7752017975,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2001,22.5298519135,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2002,22.6923046112,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2003,21.3303813934,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2004,22.7809925079,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2005,23.0467357635,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2006,25.289850235,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2007,25.9428348541,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2008,27.1393814087,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2009,24.4966506958,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2010,26.4017391205,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2011,25.8189525604,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2012,24.2382469177,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2013,26.1588191986,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2014,24.5089836121,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2015,25.7277545929,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2016,24.3523654938,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2017,23.8949394226,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2018,24.4703617096,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVK,2019,22.268781662,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2000,26.8290195465,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2001,25.697145462,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2002,26.2940196991,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2003,26.9344959259,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2004,27.0871429443,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2005,27.7530460358,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2006,30.4058933258,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2007,31.4375686646,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2008,32.3528938293,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2009,27.6151313782,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2010,28.6642303467,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2011,30.7253131866,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2012,27.5940437317,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2013,26.5516376495,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2014,25.9335803986,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2015,25.438085556,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2016,26.2821273804,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2017,26.7367553711,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2018,27.0018634796,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SVN,2019,25.4911727905,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2000,28.5620651245,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2001,25.6628265381,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2002,26.3784313202,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2003,28.3963890076,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2004,29.1263923645,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2005,29.2633342743,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2006,30.8237266541,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2007,31.748292923,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2008,30.2967834473,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2009,24.8694343567,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2010,29.0375061035,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2011,27.9665756226,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2012,26.0719223022,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2013,25.4206600189,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2014,24.7882785797,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2015,24.1424102783,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2016,23.1041030884,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2017,24.0693302155,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2018,24.1648960114,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
SWE,2019,24.9687175751,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2000,12.0702762604,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2001,13.2813673019,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2002,13.3301649094,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2003,15.1637811661,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2004,16.458738327,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2005,15.3146457672,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2006,16.7526340485,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2007,17.0509777069,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2008,18.2113761902,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2009,16.5190048218,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2010,19.5370426178,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2011,19.6284923553,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2012,21.109582901,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2013,20.7846431732,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2014,20.7106018066,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2015,18.662612915,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2016,18.6049022675,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2017,18.9843502045,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2018,19.50532341,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
THA,2019,19.0112056732,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2000,19.4600334167,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2001,15.5027456284,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2002,16.5751152039,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2003,17.3071479797,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2004,18.0874443054,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2005,18.544342041,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2006,19.2328796387,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2007,20.9037151337,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2008,20.9829978943,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2009,19.5614624023,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2010,20.9070911407,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2011,22.2968940735,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2012,22.261800766,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2013,21.8360481262,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2014,22.1052188873,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2015,22.1577777863,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2016,23.0539512634,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2017,24.3596820831,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2018,23.3002758026,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
TUR,2019,21.8018016815,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2000,25.4796142578,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2001,26.5956764221,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2002,26.8606395721,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2003,26.7169551849,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2004,27.7707443237,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2005,29.1992301941,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2006,32.5267448425,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2007,32.3090896606,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2008,35.7240142822,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2009,30.1122016907,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2010,28.1095428467,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2011,31.0936584473,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2012,34.2530860901,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2013,32.1636924744,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2014,29.5946578979,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2015,28.6967048645,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2016,27.7832012177,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2017,27.4684314728,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2018,28.5770378113,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
URY,2019,28.8212203979,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2000,80.1960754395,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2001,75.5912780762,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2002,76.2368011475,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2003,76.8850402832,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2004,80.9205322266,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2005,81.6971130371,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2006,82.4647064209,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2007,79.8294448853,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2008,74.1786499023,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2009,59.9431381226,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2010,66.1900634766,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2011,65.3666152954,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2012,64.5397338867,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2013,65.5462722778,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2014,66.2480010986,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2015,65.0506286621,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2016,62.6754264832,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2017,61.3921699524,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2018,63.1461791992,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
USA,2019,61.0374832153,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
VEN,2000,20.6789093018,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
VEN,2001,25.3543395996,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
VEN,2002,20.3963794708,tCO2 equivalent/cap; percentile p90p100; lpfghgi999
